resolution_height,processor_speed,screen_size,internal_memory,resolution_width,primary_camera_front,rating,ram_capacity,has_nfc,extended_memory_available,primary_camera_rear,os_ios,refresh_rate,has_5g,num_rear_cameras,num_cores,processor_brand_snapdragon,price
1.9397455091519311,1.7121945173045217,0.4677433930786135,1.073621919237959,1.255609664697802,-0.05405270379178373,1.5030937227194514,1.9831717848717045,1.2221451128424903,-1.3065918721781449,-0.009679980817665246,-0.22192461632704422,0.9575684268475645,0.8860382340942559,0.2393088432694459,0.2716064250235233,1.1239570479904837,54999
0.38227204860328745,-0.4879059546668823,0.1525421817647738,-0.12174779557076051,0.01430247653033106,-0.05405270379178373,0.3646283777169886,-0.20423209714773327,-0.8182334401143079,0.7653499315994958,0.41476660537080073,-0.22192461632704422,0.9575684268475645,0.8860382340942559,0.2393088432694459,0.2716064250235233,1.1239570479904837,19989
0.37452342442145337,-0.04788586027260209,0.18119683733875852,-0.7194326529751203,0.01430247653033106,-0.3307152197176967,-0.4892206310348585,-0.9333667244875459,-0.8182334401143079,0.7653499315994958,-0.009679980817665246,-0.22192461632704422,-0.07786913059546027,0.8860382340942559,0.2393088432694459,0.2716064250235233,-0.8897137144056299,16499
0.3590261760577853,-0.4879059546668823,0.0379235594688323,-0.12174779557076051,0.01430247653033106,-0.05405270379178373,0.3646283777169886,-0.20423209714773327,-0.8182334401143079,0.7653499315994958,-0.009679980817665246,-0.22192461632704422,0.9575684268475645,0.8860382340942559,0.2393088432694459,0.2716064250235233,1.1239570479904837,14999
0.38227204860328745,0.3921342341216791,0.4677433930786135,-0.12174779557076051,0.01430247653033106,-0.05405270379178373,0.5069365458422964,-0.20423209714773327,-0.8182334401143079,-1.3065918721781449,1.748741590534551,-0.22192461632704422,0.9575684268475645,0.8860382340942559,0.2393088432694459,0.2716064250235233,-0.8897137144056299,24999
0.37452342442145337,-0.4879059546668823,0.18119683733875852,-0.12174779557076051,0.01430247653033106,-0.7918194129275516,0.22232020959168072,-0.20423209714773327,1.2221451128424903,0.7653499315994958,-0.009679980817665246,-0.22192461632704422,0.9575684268475645,0.8860382340942559,0.2393088432694459,0.2716064250235233,1.1239570479904837,16999
0.6147307740583089,1.7561965267439499,-1.2515359413605087,-0.12174779557076051,0.3246292735721988,-0.4229360583596677,0.3646283777169886,-0.20423209714773327,1.2221451128424903,-1.3065918721781449,-1.1617492861863588,4.506034601075202,-1.113306688038485,0.8860382340942559,-1.049277235873726,-2.1263602103192967,-0.8897137144056299,65999
0.3590261760577853,0.3921342341216791,0.3817794263566568,1.073621919237959,0.01430247653033106,-0.05405270379178373,1.0761692183435279,0.5249025301920793,-0.8182334401143079,-1.3065918721781449,4.537962014058756,-0.22192461632704422,0.9575684268475645,0.8860382340942559,0.2393088432694459,0.2716064250235233,-0.8897137144056299,29999
0.3590261760577853,0.1721241869245385,0.0379235594688323,-0.12174779557076051,0.01430247653033106,-0.05405270379178373,0.93386105021822,0.5249025301920793,1.2221451128424903,-1.3065918721781449,-0.009679980817665246,-0.22192461632704422,0.9575684268475645,0.8860382340942559,-1.049277235873726,0.2716064250235233,1.1239570479904837,26749
0.3590261760577853,1.2721744229102405,-0.3059323074189922,-0.12174779557076051,0.01430247653033106,1.421480714479752,0.7915528820929121,0.5249025301920793,1.2221451128424903,-1.3065918721781449,-0.009679980817665246,-0.22192461632704422,-0.07786913059546027,0.8860382340942559,0.2393088432694459,0.2716064250235233,-0.8897137144056299,28999
